# REAL DATA, EHT 2019 M87* image (ESO press release)
# Generated by: /scripts/fetch/eht_m87_to_csv.py
# To regenerate: see /scripts/fetch/eht_m87.md
# Real source: EHT Collaboration et al. (2019) ApJL 875, L1; ESO release eso1907a
# Schema: x_uas, y_uas, intensity (normalized, 0..1). FoV 100.0 μas
# Grid: 200x200 cells, 40000 pixels
x_uas,y_uas,intensity
46.985,43.970,0.0431
47.487,43.970,0.0431
47.990,43.970,0.0431
48.492,43.970,0.0431
48.995,43.970,0.0431
49.497,43.970,0.0431
50.000,43.970,0.0431
-50.000,43.467,0.0431
-49.497,43.467,0.0431
-48.995,43.467,0.0431
-48.492,43.467,0.0431
-47.990,43.467,0.0431
-47.487,43.467,0.0431
-46.985,43.467,0.0431
-46.482,43.467,0.0431
-45.980,43.467,0.0431
-45.477,43.467,0.0431
-44.975,43.467,0.0431
-44.472,43.467,0.0431
-43.970,43.467,0.0431
-43.467,43.467,0.0392
-42.965,43.467,0.0392
-42.462,43.467,0.0431
-41.960,43.467,0.0431
-41.457,43.467,0.0431
-40.955,43.467,0.0431
-40.452,43.467,0.0431
-39.950,43.467,0.0431
-39.447,43.467,0.0431
-38.945,43.467,0.0431
-38.442,43.467,0.0431
-37.940,43.467,0.0431
-37.437,43.467,0.0431
-36.935,43.467,0.0431
-36.432,43.467,0.0431
-35.930,43.467,0.0431
-35.427,43.467,0.0431
-34.925,43.467,0.0471
-34.422,43.467,0.0431
-33.920,43.467,0.0431
-33.417,43.467,0.0431
-32.915,43.467,0.0431
-32.412,43.467,0.0431
-31.910,43.467,0.0431
-31.407,43.467,0.0431
-30.905,43.467,0.0431
-30.402,43.467,0.0431
-29.899,43.467,0.0431
-29.397,43.467,0.0431
-28.894,43.467,0.0431
-28.392,43.467,0.0431
-27.889,43.467,0.0431
-27.387,43.467,0.0431
-26.884,43.467,0.0431
-26.382,43.467,0.0431
-25.879,43.467,0.0431
-25.377,43.467,0.0431
-24.874,43.467,0.0431
-24.372,43.467,0.0392
-23.869,43.467,0.0431
-23.367,43.467,0.0431
-22.864,43.467,0.0431
-22.362,43.467,0.0431
-21.859,43.467,0.0431
-21.357,43.467,0.0431
-20.854,43.467,0.0431
-20.352,43.467,0.0431
-19.849,43.467,0.0431
-19.347,43.467,0.0431
-18.844,43.467,0.0431
-18.342,43.467,0.0431
-17.839,43.467,0.0431
-17.337,43.467,0.0431
-16.834,43.467,0.0431
-16.332,43.467,0.0431
-15.829,43.467,0.0431
-15.327,43.467,0.0431
-14.824,43.467,0.0431
-14.322,43.467,0.0431
-13.819,43.467,0.0431
-13.317,43.467,0.0392
-12.814,43.467,0.0431
-12.312,43.467,0.0431
-11.809,43.467,0.0431
-11.307,43.467,0.0431
-10.804,43.467,0.0431
-10.302,43.467,0.0431
-9.799,43.467,0.0431
-9.296,43.467,0.0431
-8.794,43.467,0.0392
-8.291,43.467,0.0431
-7.789,43.467,0.0431
-7.286,43.467,0.0392
-6.784,43.467,0.0431
-6.281,43.467,0.0431
-5.779,43.467,0.0431
-5.276,43.467,0.0431
-4.774,43.467,0.0431
-4.271,43.467,0.0431
-3.769,43.467,0.0431
-3.266,43.467,0.0431
-2.764,43.467,0.0431
-2.261,43.467,0.0431
-1.759,43.467,0.0431
-1.256,43.467,0.0431
-0.754,43.467,0.0431
-0.251,43.467,0.0431
0.251,43.467,0.0392
0.754,43.467,0.0431
1.256,43.467,0.0431
1.759,43.467,0.0431
2.261,43.467,0.0431
2.764,43.467,0.0431
3.266,43.467,0.0431
3.769,43.467,0.0431
4.271,43.467,0.0431
4.774,43.467,0.0431
5.276,43.467,0.0431
5.779,43.467,0.0431
6.281,43.467,0.0431
6.784,43.467,0.0431
7.286,43.467,0.0431
7.789,43.467,0.0392
8.291,43.467,0.0392
8.794,43.467,0.0431
9.296,43.467,0.0431
9.799,43.467,0.0431
10.302,43.467,0.0431
10.804,43.467,0.0431
11.307,43.467,0.0431
11.809,43.467,0.0431
12.312,43.467,0.0431
12.814,43.467,0.0431
13.317,43.467,0.0431
13.819,43.467,0.0431
14.322,43.467,0.0431
14.824,43.467,0.0431
15.327,43.467,0.0431
15.829,43.467,0.0431
16.332,43.467,0.0431
16.834,43.467,0.0431
17.337,43.467,0.0431
17.839,43.467,0.0431
18.342,43.467,0.0431
18.844,43.467,0.0431
19.347,43.467,0.0431
19.849,43.467,0.0431
20.352,43.467,0.0431
20.854,43.467,0.0431
21.357,43.467,0.0431
21.859,43.467,0.0431
22.362,43.467,0.0431
22.864,43.467,0.0431
23.367,43.467,0.0431
23.869,43.467,0.0431
24.372,43.467,0.0431
24.874,43.467,0.0431
25.377,43.467,0.0431
25.879,43.467,0.0431
26.382,43.467,0.0431
26.884,43.467,0.0392
27.387,43.467,0.0431
27.889,43.467,0.0431
28.392,43.467,0.0431
28.894,43.467,0.0431
29.397,43.467,0.0431
29.899,43.467,0.0431
30.402,43.467,0.0431
30.905,43.467,0.0431
31.407,43.467,0.0431
31.910,43.467,0.0431
32.412,43.467,0.0431
32.915,43.467,0.0431
33.417,43.467,0.0431
33.920,43.467,0.0431
34.422,43.467,0.0431
34.925,43.467,0.0431
35.427,43.467,0.0431
35.930,43.467,0.0431
36.432,43.467,0.0431
36.935,43.467,0.0431
37.437,43.467,0.0431
37.940,43.467,0.0431
38.442,43.467,0.0431
38.945,43.467,0.0431
39.447,43.467,0.0431
39.950,43.467,0.0431
40.452,43.467,0.0431
40.955,43.467,0.0431
41.457,43.467,0.0431
41.960,43.467,0.0431
42.462,43.467,0.0392
42.965,43.467,0.0431
43.467,43.467,0.0431
43.970,43.467,0.0431
44.472,43.467,0.0431
44.975,43.467,0.0431
45.477,43.467,0.0431
45.980,43.467,0.0431
46.482,43.467,0.0431
46.985,43.467,0.0392
47.487,43.467,0.0431
47.990,43.467,0.0431
48.492,43.467,0.0431
48.995,43.467,0.0431
49.497,43.467,0.0431
50.000,43.467,0.0431
-50.000,42.965,0.0431
-49.497,42.965,0.0431
-48.995,42.965,0.0431
-48.492,42.965,0.0431
-47.990,42.965,0.0431
-47.487,42.965,0.0431
-46.985,42.965,0.0431
-46.482,42.965,0.0431
-45.980,42.965,0.0431
-45.477,42.965,0.0431
-44.975,42.965,0.0431
-44.472,42.965,0.0431
-43.970,42.965,0.0431
-43.467,42.965,0.0431
-42.965,42.965,0.0431
-42.462,42.965,0.0431
-41.960,42.965,0.0431
-41.457,42.965,0.0431
-40.955,42.965,0.0431
-40.452,42.965,0.0431
-39.950,42.965,0.0431
-39.447,42.965,0.0431
-38.945,42.965,0.0431
-38.442,42.965,0.0431
-37.940,42.965,0.0431
-37.437,42.965,0.0471
-36.935,42.965,0.0471
-36.432,42.965,0.0471
-35.930,42.965,0.0471
-35.427,42.965,0.0471
-34.925,42.965,0.0471
-34.422,42.965,0.0471
-33.920,42.965,0.0471
-33.417,42.965,0.0471
-32.915,42.965,0.0471
-32.412,42.965,0.0431
-31.910,42.965,0.0431
-31.407,42.965,0.0431
-30.905,42.965,0.0431
-30.402,42.965,0.0431
-29.899,42.965,0.0431
-29.397,42.965,0.0431
-28.894,42.965,0.0431
-28.392,42.965,0.0431
-27.889,42.965,0.0431
-27.387,42.965,0.0431
-26.884,42.965,0.0431
-26.382,42.965,0.0431
-25.879,42.965,0.0431
-25.377,42.965,0.0431
-24.874,42.965,0.0431
-24.372,42.965,0.0431
-23.869,42.965,0.0431
-23.367,42.965,0.0431
-22.864,42.965,0.0431
-22.362,42.965,0.0431
-21.859,42.965,0.0431
-21.357,42.965,0.0431
-20.854,42.965,0.0431
-20.352,42.965,0.0431
-19.849,42.965,0.0431
-19.347,42.965,0.0431
-18.844,42.965,0.0431
-18.342,42.965,0.0431
-17.839,42.965,0.0431
-17.337,42.965,0.0431
-16.834,42.965,0.0431
-16.332,42.965,0.0431
-15.829,42.965,0.0431
-15.327,42.965,0.0431
-14.824,42.965,0.0431
-14.322,42.965,0.0431
-13.819,42.965,0.0431
-13.317,42.965,0.0431
-12.814,42.965,0.0431
-12.312,42.965,0.0431
-11.809,42.965,0.0431
-11.307,42.965,0.0431
-10.804,42.965,0.0431
-10.302,42.965,0.0431
-9.799,42.965,0.0431
-9.296,42.965,0.0431
-8.794,42.965,0.0431
-8.291,42.965,0.0431
-7.789,42.965,0.0431
-7.286,42.965,0.0431
-6.784,42.965,0.0431
-6.281,42.965,0.0392
-5.779,42.965,0.0431
-5.276,42.965,0.0431
-4.774,42.965,0.0431
-4.271,42.965,0.0431
-3.769,42.965,0.0431
-3.266,42.965,0.0431
-2.764,42.965,0.0431
-2.261,42.965,0.0431
-1.759,42.965,0.0431
-1.256,42.965,0.0431
-0.754,42.965,0.0431
-0.251,42.965,0.0431
0.251,42.965,0.0431
0.754,42.965,0.0431
1.256,42.965,0.0431
1.759,42.965,0.0431
2.261,42.965,0.0431
2.764,42.965,0.0431
3.266,42.965,0.0392
3.769,42.965,0.0392
4.271,42.965,0.0431
4.774,42.965,0.0392
5.276,42.965,0.0431
5.779,42.965,0.0431
6.281,42.965,0.0431
6.784,42.965,0.0431
7.286,42.965,0.0431
7.789,42.965,0.0431
8.291,42.965,0.0431
8.794,42.965,0.0431
9.296,42.965,0.0431
9.799,42.965,0.0431
10.302,42.965,0.0431
10.804,42.965,0.0431
11.307,42.965,0.0431
11.809,42.965,0.0431
12.312,42.965,0.0431
12.814,42.965,0.0431
13.317,42.965,0.0431
13.819,42.965,0.0431
14.322,42.965,0.0431
14.824,42.965,0.0431
15.327,42.965,0.0431
15.829,42.965,0.0431
16.332,42.965,0.0392
16.834,42.965,0.0431
17.337,42.965,0.0431
17.839,42.965,0.0392
18.342,42.965,0.0431
18.844,42.965,0.0431
19.347,42.965,0.0431
19.849,42.965,0.0431
20.352,42.965,0.0431
20.854,42.965,0.0431
21.357,42.965,0.0431
21.859,42.965,0.0431
22.362,42.965,0.0431
22.864,42.965,0.0431
23.367,42.965,0.0431
23.869,42.965,0.0392
24.372,42.965,0.0392
24.874,42.965,0.0431
25.377,42.965,0.0431
25.879,42.965,0.0431
26.382,42.965,0.0431
26.884,42.965,0.0392
27.387,42.965,0.0431
27.889,42.965,0.0431
28.392,42.965,0.0431
28.894,42.965,0.0431
29.397,42.965,0.0431
29.899,42.965,0.0431
30.402,42.965,0.0431
30.905,42.965,0.0431
31.407,42.965,0.0431
31.910,42.965,0.0431
32.412,42.965,0.0431
32.915,42.965,0.0392
33.417,42.965,0.0431
33.920,42.965,0.0431
34.422,42.965,0.0431
34.925,42.965,0.0392
35.427,42.965,0.0431
35.930,42.965,0.0431
36.432,42.965,0.0431
36.935,42.965,0.0431
37.437,42.965,0.0431
37.940,42.965,0.0431
38.442,42.965,0.0431
38.945,42.965,0.0392
39.447,42.965,0.0431
39.950,42.965,0.0431
40.452,42.965,0.0431
40.955,42.965,0.0431
41.457,42.965,0.0431
41.960,42.965,0.0431
42.462,42.965,0.0431
42.965,42.965,0.0431
43.467,42.965,0.0431
43.970,42.965,0.0431
44.472,42.965,0.0431
44.975,42.965,0.0431
45.477,42.965,0.0431
45.980,42.965,0.0431
46.482,42.965,0.0431
46.985,42.965,0.0431
47.487,42.965,0.0431
47.990,42.965,0.0431
48.492,42.965,0.0431
48.995,42.965,0.0431
49.497,42.965,0.0431
50.000,42.965,0.0431
-50.000,42.462,0.0431
-49.497,42.462,0.0431
-48.995,42.462,0.0392
-48.492,42.462,0.0392
-47.990,42.462,0.0431
-47.487,42.462,0.0392
-46.985,42.462,0.0431
-46.482,42.462,0.0431
-45.980,42.462,0.0392
-45.477,42.462,0.0392
-44.975,42.462,0.0431
-44.472,42.462,0.0431
-43.970,42.462,0.0431
-43.467,42.462,0.0431
-42.965,42.462,0.0431
-42.462,42.462,0.0431
-41.960,42.462,0.0431
-41.457,42.462,0.0431
-40.955,42.462,0.0431
-40.452,42.462,0.0431
-39.950,42.462,0.0431
-39.447,42.462,0.0431
-38.945,42.462,0.0431
-38.442,42.462,0.0471
-37.940,42.462,0.0471
-37.437,42.462,0.0510
-36.935,42.462,0.0510
-36.432,42.462,0.0510
-35.930,42.462,0.0510
-35.427,42.462,0.0510
-34.925,42.462,0.0510
-34.422,42.462,0.0510
-33.920,42.462,0.0510
-33.417,42.462,0.0510
-32.915,42.462,0.0510
-32.412,42.462,0.0510
-31.910,42.462,0.0471
-31.407,42.462,0.0471
-30.905,42.462,0.0471
-30.402,42.462,0.0431
-29.899,42.462,0.0471
-29.397,42.462,0.0431
-28.894,42.462,0.0431
-28.392,42.462,0.0431
-27.889,42.462,0.0431
-27.387,42.462,0.0431
-26.884,42.462,0.0431
-26.382,42.462,0.0431
-25.879,42.462,0.0431
-25.377,42.462,0.0431
-24.874,42.462,0.0431
-24.372,42.462,0.0431
-23.869,42.462,0.0431
-23.367,42.462,0.0431
-22.864,42.462,0.0431
-22.362,42.462,0.0431
-21.859,42.462,0.0431
-21.357,42.462,0.0431
-20.854,42.462,0.0431
-20.352,42.462,0.0431
-19.849,42.462,0.0431
-19.347,42.462,0.0431
-18.844,42.462,0.0431
-18.342,42.462,0.0431
-17.839,42.462,0.0431
-17.337,42.462,0.0431
-16.834,42.462,0.0431
-16.332,42.462,0.0431
-15.829,42.462,0.0431
-15.327,42.462,0.0431
-14.824,42.462,0.0431
-14.322,42.462,0.0431
-13.819,42.462,0.0431
-13.317,42.462,0.0431
-12.814,42.462,0.0431
-12.312,42.462,0.0431
-11.809,42.462,0.0431
-11.307,42.462,0.0431
-10.804,42.462,0.0431
-10.302,42.462,0.0431
-9.799,42.462,0.0431
-9.296,42.462,0.0431
-8.794,42.462,0.0431
-8.291,42.462,0.0431
-7.789,42.462,0.0431
-7.286,42.462,0.0431
-6.784,42.462,0.0431
-6.281,42.462,0.0431
-5.779,42.462,0.0431
-5.276,42.462,0.0431
-4.774,42.462,0.0431
-4.271,42.462,0.0431
-3.769,42.462,0.0431
-3.266,42.462,0.0431
-2.764,42.462,0.0431
-2.261,42.462,0.0431
-1.759,42.462,0.0431
-1.256,42.462,0.0431
-0.754,42.462,0.0431
-0.251,42.462,0.0431
0.251,42.462,0.0431
0.754,42.462,0.0431
1.256,42.462,0.0431
1.759,42.462,0.0431
2.261,42.462,0.0431
2.764,42.462,0.0431
3.266,42.462,0.0431
3.769,42.462,0.0431
4.271,42.462,0.0431
4.774,42.462,0.0431
5.276,42.462,0.0431
5.779,42.462,0.0431
6.281,42.462,0.0431
6.784,42.462,0.0431
7.286,42.462,0.0431
7.789,42.462,0.0431
8.291,42.462,0.0431
8.794,42.462,0.0431
9.296,42.462,0.0431
9.799,42.462,0.0431
10.302,42.462,0.0392
10.804,42.462,0.0431
11.307,42.462,0.0431
11.809,42.462,0.0431
12.312,42.462,0.0431
12.814,42.462,0.0431
13.317,42.462,0.0431
13.819,42.462,0.0431
14.322,42.462,0.0431
14.824,42.462,0.0431
15.327,42.462,0.0392
15.829,42.462,0.0431
16.332,42.462,0.0431
16.834,42.462,0.0431
17.337,42.462,0.0431
17.839,42.462,0.0431
18.342,42.462,0.0431
18.844,42.462,0.0431
19.347,42.462,0.0431
19.849,42.462,0.0431
20.352,42.462,0.0431
20.854,42.462,0.0431
21.357,42.462,0.0431
21.859,42.462,0.0431
22.362,42.462,0.0392
22.864,42.462,0.0431
23.367,42.462,0.0392
23.869,42.462,0.0431
24.372,42.462,0.0431
24.874,42.462,0.0431
25.377,42.462,0.0431
25.879,42.462,0.0431
26.382,42.462,0.0431
26.884,42.462,0.0431
27.387,42.462,0.0392
27.889,42.462,0.0431
28.392,42.462,0.0431
28.894,42.462,0.0431
29.397,42.462,0.0431
29.899,42.462,0.0431
30.402,42.462,0.0431
30.905,42.462,0.0431
31.407,42.462,0.0431
31.910,42.462,0.0431
32.412,42.462,0.0431
32.915,42.462,0.0431
33.417,42.462,0.0431
33.920,42.462,0.0431
34.422,42.462,0.0431
34.925,42.462,0.0392
35.427,42.462,0.0431
35.930,42.462,0.0431
36.432,42.462,0.0431
36.935,42.462,0.0431
37.437,42.462,0.0431
37.940,42.462,0.0431
38.442,42.462,0.0392
38.945,42.462,0.0431
39.447,42.462,0.0431
39.950,42.462,0.0431
40.452,42.462,0.0431
40.955,42.462,0.0431
41.457,42.462,0.0431
41.960,42.462,0.0431
42.462,42.462,0.0431
42.965,42.462,0.0431
43.467,42.462,0.0431
43.970,42.462,0.0431
44.472,42.462,0.0431
44.975,42.462,0.0431
45.477,42.462,0.0431
45.980,42.462,0.0431
46.482,42.462,0.0431
46.985,42.462,0.0431
47.487,42.462,0.0431
47.990,42.462,0.0431
48.492,42.462,0.0431
48.995,42.462,0.0431
49.497,42.462,0.0431
50.000,42.462,0.0431
-50.000,41.960,0.0431
-49.497,41.960,0.0431
-48.995,41.960,0.0431
-48.492,41.960,0.0431
-47.990,41.960,0.0431
-47.487,41.960,0.0431
-46.985,41.960,0.0392
-46.482,41.960,0.0431
-45.980,41.960,0.0431
-45.477,41.960,0.0431
-44.975,41.960,0.0431
-44.472,41.960,0.0431
-43.970,41.960,0.0431
-43.467,41.960,0.0431
-42.965,41.960,0.0431
-42.462,41.960,0.0431
-41.960,41.960,0.0431
-41.457,41.960,0.0431
-40.955,41.960,0.0431
-40.452,41.960,0.0471
-39.950,41.960,0.0471
-39.447,41.960,0.0471
-38.945,41.960,0.0471
-38.442,41.960,0.0510
-37.940,41.960,0.0510
-37.437,41.960,0.0510
-36.935,41.960,0.0549
-36.432,41.960,0.0549
-35.930,41.960,0.0549
-35.427,41.960,0.0549
-34.925,41.960,0.0549
-34.422,41.960,0.0549
-33.920,41.960,0.0549
-33.417,41.960,0.0549
-32.915,41.960,0.0549
-32.412,41.960,0.0549
-31.910,41.960,0.0510
-31.407,41.960,0.0549
-30.905,41.960,0.0510
-30.402,41.960,0.0510
-29.899,41.960,0.0510
-29.397,41.960,0.0471
-28.894,41.960,0.0471
-28.392,41.960,0.0471
-27.889,41.960,0.0471
-27.387,41.960,0.0431
-26.884,41.960,0.0431
-26.382,41.960,0.0431
-25.879,41.960,0.0431
-25.377,41.960,0.0431
-24.874,41.960,0.0431
-24.372,41.960,0.0431
-23.869,41.960,0.0431
-23.367,41.960,0.0431
-22.864,41.960,0.0431
-22.362,41.960,0.0431
-21.859,41.960,0.0431
-21.357,41.960,0.0431
-20.854,41.960,0.0431
-20.352,41.960,0.0431
-19.849,41.960,0.0431
-19.347,41.960,0.0431
-18.844,41.960,0.0431
-18.342,41.960,0.0431
-17.839,41.960,0.0431
-17.337,41.960,0.0431
-16.834,41.960,0.0431
-16.332,41.960,0.0431
-15.829,41.960,0.0431
-15.327,41.960,0.0431
-14.824,41.960,0.0431
-14.322,41.960,0.0431
-13.819,41.960,0.0431
-13.317,41.960,0.0431
-12.814,41.960,0.0431
-12.312,41.960,0.0431
-11.809,41.960,0.0431
-11.307,41.960,0.0431
-10.804,41.960,0.0431
-10.302,41.960,0.0431
-9.799,41.960,0.0431
-9.296,41.960,0.0431
-8.794,41.960,0.0431
-8.291,41.960,0.0431
-7.789,41.960,0.0431
-7.286,41.960,0.0431
-6.784,41.960,0.0431
-6.281,41.960,0.0431
-5.779,41.960,0.0431
-5.276,41.960,0.0431
-4.774,41.960,0.0431
-4.271,41.960,0.0431
-3.769,41.960,0.0431
-3.266,41.960,0.0431
-2.764,41.960,0.0431
-2.261,41.960,0.0431
-1.759,41.960,0.0431
-1.256,41.960,0.0431
-0.754,41.960,0.0431
-0.251,41.960,0.0431
0.251,41.960,0.0431
0.754,41.960,0.0431
1.256,41.960,0.0392
1.759,41.960,0.0431
2.261,41.960,0.0431
2.764,41.960,0.0431
3.266,41.960,0.0431
3.769,41.960,0.0431
4.271,41.960,0.0431
4.774,41.960,0.0431
5.276,41.960,0.0431
5.779,41.960,0.0431
6.281,41.960,0.0431
6.784,41.960,0.0431
7.286,41.960,0.0431
7.789,41.960,0.0392
8.291,41.960,0.0431
8.794,41.960,0.0431
9.296,41.960,0.0431
9.799,41.960,0.0431
10.302,41.960,0.0392
10.804,41.960,0.0431
11.307,41.960,0.0392
11.809,41.960,0.0431
12.312,41.960,0.0431
12.814,41.960,0.0431
13.317,41.960,0.0431
13.819,41.960,0.0431
14.322,41.960,0.0431
14.824,41.960,0.0431
15.327,41.960,0.0431
15.829,41.960,0.0431
16.332,41.960,0.0431
16.834,41.960,0.0431
17.337,41.960,0.0431
17.839,41.960,0.0431
18.342,41.960,0.0431
18.844,41.960,0.0431
19.347,41.960,0.0431
19.849,41.960,0.0431
20.352,41.960,0.0431
20.854,41.960,0.0431
21.357,41.960,0.0431
21.859,41.960,0.0431
22.362,41.960,0.0431
22.864,41.960,0.0431
23.367,41.960,0.0431
23.869,41.960,0.0431
24.372,41.960,0.0431
24.874,41.960,0.0431
25.377,41.960,0.0431
25.879,41.960,0.0431
26.382,41.960,0.0392
26.884,41.960,0.0431
27.387,41.960,0.0431
27.889,41.960,0.0431
28.392,41.960,0.0431
28.894,41.960,0.0431
29.397,41.960,0.0431
29.899,41.960,0.0431
30.402,41.960,0.0431
30.905,41.960,0.0431
31.407,41.960,0.0431
31.910,41.960,0.0431
32.412,41.960,0.0431
32.915,41.960,0.0392
33.417,41.960,0.0431
33.920,41.960,0.0392
34.422,41.960,0.0392
34.925,41.960,0.0431
35.427,41.960,0.0431
35.930,41.960,0.0431
36.432,41.960,0.0431
36.935,41.960,0.0431
37.437,41.960,0.0431
37.940,41.960,0.0431
38.442,41.960,0.0431
38.945,41.960,0.0431
39.447,41.960,0.0431
39.950,41.960,0.0392
40.452,41.960,0.0431
40.955,41.960,0.0431
41.457,41.960,0.0431
41.960,41.960,0.0431
42.462,41.960,0.0431
42.965,41.960,0.0431
43.467,41.960,0.0431
43.970,41.960,0.0431
44.472,41.960,0.0431
44.975,41.960,0.0431
45.477,41.960,0.0431
45.980,41.960,0.0431
46.482,41.960,0.0431
46.985,41.960,0.0392
47.487,41.960,0.0392
47.990,41.960,0.0431
48.492,41.960,0.0431
48.995,41.960,0.0431
49.497,41.960,0.0431
50.000,41.960,0.0431
-50.000,41.457,0.0431
-49.497,41.457,0.0431
-48.995,41.457,0.0431
-48.492,41.457,0.0431
-47.990,41.457,0.0431
-47.487,41.457,0.0431
-46.985,41.457,0.0431
-46.482,41.457,0.0431
-45.980,41.457,0.0431
-45.477,41.457,0.0431
-44.975,41.457,0.0431
-44.472,41.457,0.0431
-43.970,41.457,0.0431
-43.467,41.457,0.0431
-42.965,41.457,0.0431
-42.462,41.457,0.0431
-41.960,41.457,0.0431
-41.457,41.457,0.0431
-40.955,41.457,0.0431
-40.452,41.457,0.0471
-39.950,41.457,0.0471
-39.447,41.457,0.0510
-38.945,41.457,0.0510
-38.442,41.457,0.0510
-37.940,41.457,0.0510
-37.437,41.457,0.0549
-36.935,41.457,0.0549
-36.432,41.457,0.0549
-35.930,41.457,0.0549
-35.427,41.457,0.0549
-34.925,41.457,0.0549
-34.422,41.457,0.0549
-33.920,41.457,0.0549
-33.417,41.457,0.0549
-32.915,41.457,0.0549
-32.412,41.457,0.0549
-31.910,41.457,0.0549
-31.407,41.457,0.0549
-30.905,41.457,0.0549
-30.402,41.457,0.0510
-29.899,41.457,0.0510
-29.397,41.457,0.0510
-28.894,41.457,0.0510
-28.392,41.457,0.0510
-27.889,41.457,0.0510
-27.387,41.457,0.0471
-26.884,41.457,0.0471
-26.382,41.457,0.0431
-25.879,41.457,0.0431
-25.377,41.457,0.0431
-24.874,41.457,0.0431
-24.372,41.457,0.0431
-23.869,41.457,0.0431
-23.367,41.457,0.0431
-22.864,41.457,0.0431
-22.362,41.457,0.0431
-21.859,41.457,0.0471
-21.357,41.457,0.0431
-20.854,41.457,0.0431
-20.352,41.457,0.0431
-19.849,41.457,0.0431
-19.347,41.457,0.0431
-18.844,41.457,0.0431
-18.342,41.457,0.0431
-17.839,41.457,0.0431
-17.337,41.457,0.0431
-16.834,41.457,0.0392
-16.332,41.457,0.0431
-15.829,41.457,0.0431
-15.327,41.457,0.0431
-14.824,41.457,0.0431
-14.322,41.457,0.0431
-13.819,41.457,0.0431
-13.317,41.457,0.0431
-12.814,41.457,0.0431
-12.312,41.457,0.0431
-11.809,41.457,0.0431
-11.307,41.457,0.0431
-10.804,41.457,0.0431
-10.302,41.457,0.0431
-9.799,41.457,0.0431
-9.296,41.457,0.0431
-8.794,41.457,0.0431
-8.291,41.457,0.0431
-7.789,41.457,0.0431
-7.286,41.457,0.0431
-6.784,41.457,0.0431
-6.281,41.457,0.0431
-5.779,41.457,0.0431
-5.276,41.457,0.0431
-4.774,41.457,0.0392
-4.271,41.457,0.0431
-3.769,41.457,0.0431
-3.266,41.457,0.0431
-2.764,41.457,0.0431
-2.261,41.457,0.0431
-1.759,41.457,0.0431
-1.256,41.457,0.0431
-0.754,41.457,0.0431
-0.251,41.457,0.0431
0.251,41.457,0.0431
0.754,41.457,0.0431
1.256,41.457,0.0431
1.759,41.457,0.0431
2.261,41.457,0.0431
2.764,41.457,0.0431
3.266,41.457,0.0431
3.769,41.457,0.0431
4.271,41.457,0.0392
4.774,41.457,0.0431
5.276,41.457,0.0431
5.779,41.457,0.0431
6.281,41.457,0.0392
6.784,41.457,0.0431
7.286,41.457,0.0431
7.789,41.457,0.0431
8.291,41.457,0.0431
8.794,41.457,0.0431
9.296,41.457,0.0431
9.799,41.457,0.0431
10.302,41.457,0.0431
10.804,41.457,0.0431
11.307,41.457,0.0431
11.809,41.457,0.0431
12.312,41.457,0.0431
12.814,41.457,0.0431
13.317,41.457,0.0431
13.819,41.457,0.0431
14.322,41.457,0.0431
14.824,41.457,0.0431
15.327,41.457,0.0431
15.829,41.457,0.0431
16.332,41.457,0.0431
16.834,41.457,0.0431
17.337,41.457,0.0431
17.839,41.457,0.0431
18.342,41.457,0.0431
18.844,41.457,0.0431
19.347,41.457,0.0431
19.849,41.457,0.0431
20.352,41.457,0.0431
20.854,41.457,0.0431
21.357,41.457,0.0431
21.859,41.457,0.0431
22.362,41.457,0.0431
22.864,41.457,0.0431
23.367,41.457,0.0431
23.869,41.457,0.0431
24.372,41.457,0.0431
24.874,41.457,0.0431
25.377,41.457,0.0431
25.879,41.457,0.0431
26.382,41.457,0.0431
26.884,41.457,0.0431
27.387,41.457,0.0431
27.889,41.457,0.0431
28.392,41.457,0.0431
28.894,41.457,0.0431
29.397,41.457,0.0431
29.899,41.457,0.0431
30.402,41.457,0.0431
30.905,41.457,0.0431
31.407,41.457,0.0431
31.910,41.457,0.0431
32.412,41.457,0.0431
32.915,41.457,0.0431
33.417,41.457,0.0431
33.920,41.457,0.0431
34.422,41.457,0.0431
34.925,41.457,0.0431
35.427,41.457,0.0431
35.930,41.457,0.0431
36.432,41.457,0.0431
36.935,41.457,0.0431
37.437,41.457,0.0431
37.940,41.457,0.0431
38.442,41.457,0.0431
38.945,41.457,0.0431
39.447,41.457,0.0431
39.950,41.457,0.0431
40.452,41.457,0.0431
40.955,41.457,0.0431
41.457,41.457,0.0431
41.960,41.457,0.0431
42.462,41.457,0.0431
42.965,41.457,0.0431
43.467,41.457,0.0431
43.970,41.457,0.0431
44.472,41.457,0.0431
44.975,41.457,0.0431
45.477,41.457,0.0431
45.980,41.457,0.0431
46.482,41.457,0.0431
46.985,41.457,0.0431
47.487,41.457,0.0431
47.990,41.457,0.0431
48.492,41.457,0.0431
48.995,41.457,0.0431
49.497,41.457,0.0431
50.000,41.457,0.0431
-50.000,40.955,0.0431
-49.497,40.955,0.0431
-48.995,40.955,0.0392
-48.492,40.955,0.0431
-47.990,40.955,0.0431
-47.487,40.955,0.0431
-46.985,40.955,0.0431
-46.482,40.955,0.0431
-45.980,40.955,0.0431
-45.477,40.955,0.0431
-44.975,40.955,0.0431
-44.472,40.955,0.0431
-43.970,40.955,0.0431
-43.467,40.955,0.0431
-42.965,40.955,0.0431
